,timestamp,pm25,pm10,co,no2,o3,lat,lon
0,2024-02-01T06:00:00+00:00,2.103,2.386,887.819,8.242,23.349,30.22,-97.63
1,2024-02-01T07:00:00+00:00,2.238,2.605,847.059,8.015,23.359,30.22,-97.63
2,2024-02-01T08:00:00+00:00,2.423,2.774,808.08,8.292,23.389,30.22,-97.63
3,2024-02-01T09:00:00+00:00,2.479,2.59,778.574,8.131,23.495,30.22,-97.63
4,2024-02-01T10:00:00+00:00,2.821,3.025,741.382,8.858,24.024,30.22,-97.63
5,2024-02-01T11:00:00+00:00,2.624,2.676,728.601,8.602,23.753,30.22,-97.63
6,2024-02-01T12:00:00+00:00,2.634,2.681,724.833,8.202,23.68,30.22,-97.63
7,2024-02-01T13:00:00+00:00,2.602,3.335,722.62,7.719,23.682,30.22,-97.63
8,2024-02-01T14:00:00+00:00,2.521,3.723,730.079,6.88,23.452,30.22,-97.63
9,2024-02-01T15:00:00+00:00,3.316,5.967,825.018,6.976,23.465,30.22,-97.63
10,2024-02-09T19:00:00+00:00,25.784,54.321,305.566,11.116,33.245,30.22,-97.63
11,2024-02-09T20:00:00+00:00,25.496,56.179,93.642,10.274,33.95,30.22,-97.63
12,2024-02-09T21:00:00+00:00,25.937,67.96,16.217,22.073,33.919,30.22,-97.63
13,2024-02-09T22:00:00+00:00,25.631,73.284,-18.696,20.545,33.897,30.22,-97.63
14,2024-02-09T23:00:00+00:00,27.427,130.642,-24.143,25.197,31.412,30.22,-97.63
15,2024-02-10T00:00:00+00:00,25.652,64.5,31.248,29.854,28.284,30.22,-97.63
16,2024-02-10T01:00:00+00:00,25.305,54.605,46.602,24.91,29.198,30.22,-97.63
17,2024-02-11T15:00:00+00:00,0.481,1.288,182.888,11.8,22.694,30.22,-97.63
18,2024-02-11T16:00:00+00:00,0.885,2.038,165.268,13.046,21.291,30.22,-97.63
19,2024-02-11T17:00:00+00:00,1.202,2.079,175.834,15.281,20.599,30.22,-97.63
20,2024-02-11T18:00:00+00:00,1.617,2.436,184.964,16.59,21.441,30.22,-97.63
21,2024-02-11T19:00:00+00:00,2.143,2.866,176.767,11.836,26.134,30.22,-97.63
22,2024-02-11T20:00:00+00:00,2.77,3.291,127.852,16.06,26.611,30.22,-97.63
